Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
B.James u2.5 Pts,allanlemdfs,Los Angeles Lakers,Golden State Warriors,0.0,1.0,1,1.0,1,1.0,1,-175,0.88,1.3828571428571428,0.5028571428571428,B.James
A.Davis o37.5 Pts+Rebs,RoyalsProps,Los Angeles Lakers,Golden State Warriors,0.0,0.6071428571428571,1,0.4,0,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,A.Davis
B.James u2.5 Pts,JoeDellera,Los Angeles Lakers,Golden State Warriors,0.0,1.0,1,1.0,1,1.0,1,-175,1.0,1.5714285714285714,0.5714285714285714,B.James
K.Irving o21.5 Pts,sandyplashkes,Dallas Mavericks,Minnesota Timberwolves,1.0,0.5769230769230769,1,0.2,0,0.5,0,-110,1.1,2.1,1.0,K.Irving
K.Irving o20.5 Pts,therocketplays,Dallas Mavericks,Minnesota Timberwolves,1.0,0.6538461538461539,1,0.4,0,0.6,1,-125,1.25,2.25,1.0,K.Irving
L.Doncic o3.5 3pt M,RoyalsProps,Dallas Mavericks,Minnesota Timberwolves,1.0,0.4761904761904761,0,0.4,0,0.5,0,-105,1.05,2.05,0.9999999999999998,L.Doncic
N.Jokic o50.5 Pts+Rebs+Ast,sandyplashkes,Denver Nuggets,Phoenix Suns,0.0,0.625,1,0.0,0,0.5,0,-112,1.12,2.12,1.0,N.Jokic
J.Murray u6.5 Ast,allanlemdfs,Denver Nuggets,Phoenix Suns,0.0,0.5714285714285714,1,0.8,1,0.5,0,-135,0.68,1.1837037037037037,0.5037037037037037,J.Murray
T.Jones o6.5 Ast,RoyalsProps_duplicate,San Antonio Spurs,New York Knicks,0.0,0.1818181818181818,0,0.2,0,0.2,0,-120,1.2,2.2,1.0000000000000002,T.Jones
J.Champagnie o7.5 Pts,Rotowire Sleeper_duplicate,San Antonio Spurs,New York Knicks,0.0,0.7931034482758621,1,0.8,1,0.9,1,100,1.5,3.0,1.5,J.Champagnie
J.Champagnie o12.5 Pts+Rebs+Ast,Rotowire Sleeper_duplicate,San Antonio Spurs,New York Knicks,0.0,0.896551724137931,1,0.8,1,0.9,1,100,1.5,3.0,1.5,J.Champagnie
